Id,Category
727,8
728,6
729,1
730,2
731,1
732,3
733,1
734,0
735,8
736,7
737,3
738,0
739,1
740,3
741,1
742,7
743,6
744,5
745,0
746,2
747,8
748,4
749,8
750,4
751,0
752,0
753,1
754,8
755,5
756,5
757,7
758,3
759,6
760,7
761,1
762,2
763,0
764,7
765,6
766,7
767,1
768,6
769,8
770,8
771,7
772,7
773,0
774,5
775,5
776,5
777,3
778,5
779,3
780,7
781,6
782,7
783,2
784,2
785,7
786,2
787,8
788,4
789,6
790,0
791,5
792,6
793,3
794,6
795,3
796,8
797,1
798,1
799,7
800,3
801,5
802,5
803,8
804,0
805,4
806,6
807,0
808,3
809,1
810,0
811,3
812,0
813,8
814,5
815,0
816,3
817,6
818,8
819,1
820,6
821,5
822,4
823,2
824,6
825,8
826,1
827,1
828,8
829,7
830,5
831,4
832,4
833,2
834,5
835,6
836,4
837,4
838,7
839,1
840,3
841,3
842,6
843,0
844,3
845,5
846,7
847,3
848,3
849,4
850,1
851,1
852,2
853,4
854,2
855,5
856,0
857,7
858,3
859,2
860,4
861,6
862,5
863,4
864,3
865,4
866,0
867,0
868,3
869,4
870,4
871,1
872,6
873,1
874,8
875,3
876,7
877,3
878,0
879,3
880,0
881,2
882,7
883,4
884,0
885,3
886,6
887,0
888,5
889,4
890,5
891,2
892,6
893,7
894,3
895,4
896,6
897,0
898,4
899,0
900,6
901,0
902,6
903,6
904,6
905,0
906,0
907,8
908,3
909,4
910,4
911,3
912,6
913,6
914,0
915,2
916,6
917,1
918,5
919,7
920,6
921,8
922,3
923,6
924,2
925,1
926,0
927,0
928,1
929,5
930,1
931,0
932,3
933,4
934,3
935,1
936,6
937,4
938,6
939,6
940,8
941,1
942,5
943,7
944,2
945,6
946,1
947,6
948,8
949,0
950,7
951,0
952,4
953,4
954,5
955,6
956,6
957,5
958,7
959,0
960,5
961,0
962,0
963,1
964,5
965,3
966,3
967,6
968,0
969,2
970,5
971,8
972,7
973,4
974,7
975,1
976,5
977,7
978,3
979,4
980,4
981,0
982,1
983,2
984,2
985,8
986,8
987,8
988,4
989,5
990,1
991,1
992,7
993,4
994,6
995,3
996,5
997,3
998,0
999,0
1000,7
1001,2
1002,8
1003,6
1004,3
1005,6
1006,2
1007,5
1008,8
1009,5
1010,0
1011,5
1012,3
1013,3
1014,1
1015,4
1016,5
1017,3
1018,2
1019,5
1020,7
1021,7
1022,5
1023,2
1024,6
1025,6
1026,2
1027,2
1028,2
1029,1
1030,6
1031,8
1032,7
1033,7
1034,5
1035,5
1036,0
1037,8
1038,3
1039,6
1040,4
1041,5
1042,3
1043,8
1044,8
1045,0
1046,4
1047,1
1048,0
1049,1
1050,1
1051,2
1052,2
1053,3
1054,8
1055,3
1056,6
1057,7
1058,1
1059,6
1060,0
1061,8
1062,2
1063,4
1064,4
1065,2
1066,7
1067,5
1068,3
1069,4
1070,2
1071,0
1072,4
1073,1
1074,1
1075,3
1076,7
1077,8
1078,4
1079,6
1080,0
1081,3
1082,1
1083,3
1084,3
1085,5
1086,7
1087,1
1088,2
1089,7
1090,4
1091,8
1092,0
1093,1
1094,6
1095,3
1096,2
1097,2
1098,6
1099,5
1100,0
1101,2
1102,6
1103,2
1104,8
1105,6
1106,0
1107,0
1108,3
1109,3
1110,3
1111,0
1112,3
1113,7
1114,0
1115,7
1116,2
1117,2
1118,1
1119,0
1120,8
1121,1
1122,6
1123,8
1124,8
1125,2
1126,8
1127,3
1128,5
1129,2
1130,5
1131,1
1132,6
1133,3
1134,8
1135,6
1136,1
1137,1
1138,5
1139,8
1140,1
1141,7
1142,1
1143,2
1144,0
1145,1
1146,2
1147,8
1148,6
1149,0
1150,2
1151,7
1152,2
1153,7
1154,4
1155,2
1156,2
1157,7
1158,6
1159,8
1160,2
1161,8
1162,1
1163,3
1164,2
1165,6
1166,6
1167,0
1168,7
1169,3
1170,8
1171,1
1172,8
1173,5
1174,4
1175,6
1176,6
1177,0
1178,2
1179,2
1180,1
1181,3
1182,0
1183,7
1184,0
1185,7
1186,0
1187,0
1188,5
1189,6
1190,8
1191,6
1192,0
1193,8
1194,8
1195,0
1196,8
1197,8
1198,2
1199,8
1200,4
1201,7
1202,5
1203,1
1204,6
1205,0
1206,5
1207,6
1208,0
1209,1
1210,5
1211,6
1212,1
1213,3
1214,1
1215,7
1216,3
1217,3
1218,0
1219,5
1220,5
1221,3
1222,6
1223,7
1224,3
1225,8
1226,6
1227,7
1228,5
1229,7
1230,3
1231,8
1232,8
1233,6
1234,7
1235,8
1236,1
1237,4
1238,0
1239,0
1240,7
1241,3
1242,1
1243,2
1244,4
1245,8
1246,8
1247,2
1248,6
1249,3
1250,7
1251,6
1252,4
1253,0
1254,7
1255,6
1256,3
1257,0
1258,5
1259,6
1260,3
1261,8
1262,1
1263,1
1264,2
1265,4
1266,0
1267,1
1268,5
1269,1
1270,5
1271,2
1272,6
1273,7
1274,6
1275,2
1276,6
1277,4
1278,5
1279,8
1280,5
1281,5
1282,2
1283,1
1284,7
1285,4
1286,7
1287,7
1288,2
1289,8
1290,0
1291,6
1292,4
1293,2
1294,7
1295,2
1296,5
1297,0
1298,8
1299,1
1300,2
1301,2
1302,0
1303,5
1304,2
1305,4
1306,2
1307,4
1308,5
1309,0
1310,1
1311,2
1312,1
1313,7
1314,3
1315,2
1316,0
1317,1
1318,1
1319,7
1320,6
1321,7
1322,0
1323,7
1324,1
1325,7
1326,2
1327,2
1328,6
1329,7
1330,4
1331,8
1332,5
1333,5
1334,3
1335,2
1336,4
1337,2
1338,4
1339,7
1340,0
1341,5
1342,0
1343,8
1344,5
1345,4
1346,7
1347,7
1348,8
1349,1
1350,1
1351,2
1352,2
1353,3
1354,3
1355,5
1356,3
1357,0
1358,7
1359,8
1360,8
1361,7
1362,5
1363,3
1364,4
1365,0
1366,2
1367,6
1368,8
1369,4
1370,2
1371,2
1372,8
1373,3
1374,4
1375,2
1376,2
1377,4
1378,0
1379,5
1380,0
1381,1
1382,2
1383,3
1384,7
1385,5
1386,2
1387,7
1388,7
1389,0
1390,8
1391,5
1392,4
1393,3
1394,8
1395,2
1396,2
1397,3
1398,3
1399,7
1400,4
1401,5
1402,5
1403,3
1404,8
1405,6
1406,3
1407,3
1408,0
1409,6
1410,8
1411,2
1412,2
1413,5
1414,0
1415,0
1416,4
1417,1
1418,4
1419,8
1420,7
1421,7
1422,4
1423,5
1424,4
1425,7
1426,7
1427,1
1428,7
1429,6
1430,2
1431,0
1432,8
1433,2
1434,8
1435,1
1436,3
1437,1
1438,8
1439,8
1440,8
1441,4
1442,5
1443,1
1444,1
1445,2
1446,3
1447,0
1448,0
1449,4
1450,4
1451,3
1452,5
1453,8
1454,2
1455,1
1456,8
1457,4
1458,6
1459,8
1460,0
1461,1
1462,0
1463,7
1464,3
1465,6
1466,4
1467,3
1468,1
1469,3
1470,7
1471,1
1472,3
1473,5
1474,6
1475,1
1476,3
1477,4
1478,7
1479,5
1480,4
1481,4
1482,4
1483,0
1484,1
1485,4
1486,3
1487,6
1488,1
1489,3
1490,0
1491,5
1492,4
1493,4
1494,0
1495,4
1496,7
1497,1
1498,0
1499,1
1500,0
1501,3
1502,0
1503,4
1504,3
1505,0
1506,3
1507,6
1508,0
1509,3
1510,8
1511,2
1512,0
1513,5
1514,7
1515,0
1516,2
1517,6
1518,6
1519,4
1520,5
1521,2
1522,2
1523,5
1524,7
1525,4
1526,1
1527,3
1528,2
1529,8
1530,6
1531,2
1532,3
1533,5
1534,3
1535,5
1536,6
1537,7
1538,0
1539,4
1540,3
1541,4
1542,0
1543,1
1544,8
1545,4
1546,3
1547,2
1548,0
1549,7
1550,0
1551,8
1552,6
1553,2
1554,8
1555,4
1556,6
1557,1
1558,8
1559,3
1560,8
1561,0
1562,6
1563,7
1564,3
1565,8
1566,2
1567,8
1568,7
1569,7
1570,1
1571,1
1572,6
1573,7
1574,6
1575,5
1576,8
1577,0
1578,8
1579,1
1580,1
1581,3
1582,2
1583,8
1584,1
1585,4
1586,3
1587,8
1588,0
1589,5
1590,1
1591,3
1592,5
1593,4
1594,4
1595,0
1596,2
1597,7
1598,6
1599,8
1600,2
1601,1
1602,4
1603,5
1604,8
1605,7
1606,8
1607,0
1608,1
1609,1
1610,3
1611,8
1612,2
1613,4
1614,6
1615,8
1616,5
1617,4
1618,7
1619,1
1620,6
1621,6
1622,7
1623,2
1624,7
1625,7
1626,7
1627,0
1628,2
1629,4
1630,6
1631,3
1632,2
1633,0
1634,4
1635,0
1636,4
1637,5
1638,4
1639,1
1640,1
1641,1
1642,2
1643,7
1644,4
1645,6
1646,2
1647,5
1648,4
1649,7
1650,1
1651,6
1652,7
1653,3
1654,8
1655,3
1656,0
1657,2
1658,2
1659,4
1660,8
1661,6
1662,5
1663,4
1664,4
1665,6
1666,5
1667,3
1668,2
1669,8
1670,6
1671,0
1672,0
1673,8
1674,0
1675,3
1676,2
1677,4
1678,7
1679,3
1680,8
1681,1
1682,5
1683,8
1684,3
1685,4
1686,6
1687,4
1688,8
1689,7
1690,8
1691,4
1692,7
1693,2
1694,3
1695,1
1696,7
1697,1
1698,1
1699,3
1700,6
1701,1
1702,2
1703,6
1704,5
1705,6
1706,6
1707,8
1708,4
1709,3
1710,7
1711,4
1712,8
1713,0
1714,8
1715,8
1716,5
1717,2
1718,6
1719,4
1720,3
1721,7
1722,0
1723,0
1724,5
1725,4
1726,8
1727,2
1728,3
1729,8
1730,1
1731,3
1732,5
1733,2
1734,8
1735,2
1736,7
1737,7
1738,4
1739,4
1740,8
1741,4
1742,1
1743,5
1744,1
1745,2
1746,7
1747,1
1748,1
1749,7
1750,1
1751,6
1752,7
1753,2
1754,0
1755,8
1756,4
1757,4
1758,1
1759,0
1760,3
1761,4
1762,1
1763,5
1764,4
1765,5
1766,3
1767,2
1768,1
1769,3
1770,0
1771,1
1772,4
1773,8
1774,7
1775,5
1776,2
1777,5
1778,4
1779,1
1780,3
1781,0
1782,6
1783,7
1784,3
1785,6
1786,4
1787,1
1788,5
1789,4
1790,8
1791,2
1792,6
1793,2
1794,1
1795,4
1796,8
1797,3
1798,5
1799,1
1800,3
1801,1
1802,3
1803,1
1804,6
1805,5
1806,8
1807,3
1808,8
1809,4
1810,1
1811,0
1812,4
1813,4
1814,1
1815,6
1816,0
1817,5
1818,0
1819,0
1820,0
1821,8
1822,1
1823,6
1824,1
1825,3
1826,8
1827,3
1828,3
1829,5
1830,6
1831,8
1832,4
1833,5
1834,1
1835,1
1836,5
1837,2
1838,0
1839,3
1840,8
1841,8
1842,1
1843,3
1844,8
1845,3
1846,1
1847,3
1848,5
1849,0
1850,5
1851,2
1852,8
1853,8
1854,7
1855,5
1856,3
1857,2
1858,7
1859,0
1860,2
1861,2
1862,8
1863,6
1864,0
1865,5
1866,2
1867,1
1868,3
1869,4
1870,8
1871,8
1872,1
1873,8
1874,7
1875,1
1876,8
1877,8
1878,0
1879,0
1880,3
1881,7
1882,3
1883,6
1884,7
1885,0
1886,4
1887,6
1888,8
1889,6
1890,7
1891,7
1892,1
1893,5
1894,6
1895,0
1896,4
1897,4
1898,0
1899,3
1900,1
1901,1
1902,1
1903,2
1904,1
1905,4
1906,0
1907,5
1908,5
1909,1
1910,3
1911,7
1912,6
1913,1
1914,8
1915,2
1916,1
1917,6
1918,8
1919,3
1920,6
1921,6
1922,2
1923,7
1924,4
1925,6
1926,1
1927,6
1928,2
1929,0
1930,8
1931,6
1932,2
1933,1
1934,1
1935,0
1936,7
1937,1
1938,6
1939,5
1940,5
1941,8
1942,2
1943,3
1944,4
1945,7
1946,1
1947,7
1948,1
1949,7
1950,3
1951,1
1952,4
1953,6
1954,6
1955,2
1956,7
1957,8
1958,4
1959,0
1960,0
1961,8
1962,5
1963,4
1964,3
1965,5
1966,7
1967,5
1968,8
1969,3
1970,8
1971,6
1972,3
1973,6
1974,3
1975,3
1976,8
1977,3
1978,5
1979,7
1980,4
1981,3
1982,1
1983,7
1984,7
1985,0
1986,2
1987,0
1988,6
1989,2
1990,6
1991,0
1992,1
1993,1
1994,3
1995,3
1996,3
1997,4
1998,2
1999,5
2000,1
2001,1
2002,7
2003,2
2004,0
2005,4
2006,3
2007,0
2008,5
2009,7
2010,2
2011,0
2012,5
2013,6
2014,6
2015,6
2016,4
2017,0
2018,3
2019,6
2020,3
2021,6
2022,3
2023,2
2024,5
2025,0
2026,8
2027,8
2028,6
2029,1
2030,3
2031,4
2032,3
2033,2
2034,1
2035,0
2036,5
2037,3
2038,1
2039,2
2040,4
2041,6
2042,1
2043,3
2044,3
2045,3
2046,2
2047,8
2048,5
2049,8
2050,5
2051,8
2052,5
2053,4
2054,8
2055,2
2056,5
2057,8
2058,3
2059,7
2060,1
2061,3
2062,8
2063,1
2064,3
2065,3
2066,5
2067,3
2068,4
2069,7
2070,0
2071,2
2072,7
2073,4
2074,6
2075,3
2076,0
2077,6
2078,3
2079,3
2080,0
2081,2
2082,2
2083,5
2084,1
2085,7
2086,5
2087,6
2088,6
2089,4
2090,2
2091,1
2092,2
2093,1
2094,1
2095,5
2096,3
2097,4
2098,7
2099,1
2100,8
2101,4
2102,4
2103,1
2104,4
2105,4
2106,1
2107,8
2108,4
2109,1
2110,4
2111,2
2112,7
2113,5
2114,0
2115,5
2116,2
2117,4
2118,7
2119,7
2120,3
2121,1
2122,4
2123,1
2124,4
2125,3
2126,2
2127,0
2128,7
2129,8
2130,5
2131,3
2132,2
2133,7
2134,6
2135,0
2136,7
2137,1
2138,1
2139,2
2140,7
2141,8
2142,2
2143,5
2144,0
2145,8
2146,6
2147,5
2148,2
2149,3
2150,5
2151,8
2152,5
2153,2
2154,6
2155,8
2156,8
2157,8
2158,6
2159,5
2160,5
2161,0
2162,4
2163,3
2164,3
2165,3
2166,5
2167,3
2168,4
2169,0
2170,3
2171,3
2172,5
2173,8
2174,6
2175,7
2176,8
2177,5
2178,2
2179,5
2180,5
2181,2
2182,8
2183,5
2184,0
2185,0
2186,5
2187,7
2188,0
2189,3
2190,5
2191,4
2192,5
2193,4
2194,7
2195,5
2196,2
2197,1
2198,4
2199,4
2200,2
2201,8
2202,8
2203,3
2204,0
2205,1
2206,5
2207,0
2208,5
2209,2
2210,6
2211,6
2212,5
2213,6
2214,5
2215,3
2216,5
2217,6
2218,5
2219,7
2220,3
2221,1
2222,7
2223,1
2224,2
2225,4
2226,1
2227,8
2228,2
2229,1
2230,6
2231,2
2232,5
2233,8
2234,0
2235,7
2236,3
2237,1
2238,6
2239,0
2240,8
2241,7
2242,7
2243,0
2244,2
2245,5
2246,5
2247,4
2248,4
2249,5
2250,5
2251,0
2252,3
2253,2
2254,6
2255,4
2256,7
2257,4
2258,7
2259,6
2260,8
2261,0
2262,7
2263,7
2264,6
2265,5
2266,4
2267,2
2268,7
2269,6
2270,8
2271,7
2272,8
2273,1
2274,5
2275,0
2276,1
2277,7
2278,3
2279,6
2280,8
2281,7
2282,7
2283,8
2284,2
2285,1
2286,7
2287,0
2288,8
2289,2
2290,2
2291,2
2292,3
2293,7
2294,1
2295,3
2296,5
2297,6
2298,0
2299,2
2300,5
2301,0
2302,3
2303,5
2304,0
2305,6
2306,2
2307,0
2308,6
2309,3
2310,2
2311,4
2312,6
2313,5
2314,8
2315,3
2316,8
2317,8
2318,4
2319,6
2320,1
2321,1
2322,1
2323,0
2324,3
2325,7
2326,5
2327,8
2328,0
2329,2
2330,1
2331,5
2332,4
2333,8
2334,2
2335,6
2336,0
2337,4
2338,6
2339,0
2340,2
2341,5
2342,4
2343,5
2344,3
2345,7
2346,4
2347,5
2348,8
2349,8
2350,5
2351,6
2352,4
2353,6
2354,2
2355,0
2356,2
2357,0
2358,6
2359,6
2360,5
2361,1
2362,3
2363,1
2364,6
2365,7
2366,8
2367,3
2368,7
2369,5
2370,0
2371,7
2372,3
2373,6
2374,8
2375,3
2376,0
2377,7
2378,2
2379,4
2380,0
2381,4
2382,8
2383,7
2384,4
2385,4
2386,2
2387,2
2388,7
2389,8
2390,4
2391,2
2392,7
2393,8
2394,0
2395,5
2396,6
2397,7
2398,4
2399,5
2400,8
2401,7
2402,7
2403,6
2404,8
2405,7
2406,2
2407,0
2408,3
2409,5
2410,8
2411,3
2412,4
2413,0
2414,1
2415,7
2416,0
2417,7
2418,0
2419,4
2420,4
2421,4
2422,0
2423,5
2424,0
2425,2
2426,2
2427,2
2428,5
2429,0
2430,0
2431,7
2432,2
2433,2
2434,4
2435,3
2436,0
2437,4
2438,0
2439,7
2440,1
2441,2
2442,2
2443,6
2444,0
2445,3
2446,5
2447,4
2448,3
2449,4
2450,0
2451,7
2452,1
2453,2
2454,6
2455,6
2456,3
2457,5
2458,4
2459,2
2460,2
2461,1
2462,2
2463,2
2464,6
2465,2
2466,7
2467,2
2468,0
2469,1
2470,7
2471,8
2472,4
2473,3
2474,1
2475,4
2476,5
2477,4
2478,3
2479,7
2480,0
2481,2
2482,1
2483,5
2484,1
2485,0
2486,4
2487,7
2488,3
2489,1
2490,7
2491,4
2492,1
2493,4
2494,7
2495,1
2496,7
2497,8
2498,6
2499,7
2500,5
2501,6
2502,0
2503,0
2504,7
2505,6
2506,7
2507,4
2508,5
2509,2
2510,5
2511,2
2512,8
2513,6
2514,4
2515,3
2516,0
2517,0
2518,1
2519,3
2520,7
2521,5
2522,3
2523,1
2524,3
2525,4
2526,2
2527,7
2528,4
2529,7
2530,8
2531,5
2532,2
2533,1
2534,5
2535,6
2536,8
2537,1
2538,8
2539,4
2540,8
2541,4
2542,3
2543,4
2544,1
2545,3
2546,4
2547,0
2548,1
2549,6
2550,0
2551,8
2552,4
2553,7
2554,6
2555,8
2556,2
2557,1
2558,6
2559,5
2560,6
2561,7
2562,3
2563,1
2564,8
2565,2
2566,8
2567,5
2568,7
2569,5
2570,2
2571,5
2572,3
2573,1
2574,4
2575,2
2576,0
2577,2
2578,5
2579,2
2580,6
2581,4
2582,1
2583,6
2584,2
2585,3
2586,1
2587,5
2588,6
2589,2
2590,6
2591,5
2592,1
2593,6
2594,3
2595,3
2596,0
2597,6
2598,5
2599,8
2600,5
2601,6
2602,6
2603,2
2604,5
2605,6
2606,1
2607,2
2608,7
2609,4
2610,2
2611,2
2612,5
2613,6
2614,1
2615,7
2616,8
2617,3
2618,7
2619,2
2620,1
2621,6
2622,3
2623,0
2624,7
2625,4
2626,1
2627,5
2628,4
2629,5
2630,7
2631,5
2632,5
2633,7
2634,3
2635,5
2636,1
2637,2
2638,0
2639,2
2640,4
2641,1
2642,6
2643,0
2644,8
2645,5
2646,8
2647,5
2648,7
2649,5
2650,2
2651,6
2652,4
2653,3
2654,8
2655,3
2656,2
2657,5
2658,2
2659,1
2660,1
2661,0
2662,1
2663,5
2664,0
2665,6
2666,7
2667,6
2668,3
2669,4
2670,5
2671,8
2672,6
2673,2
2674,3
2675,6
2676,7
2677,6
2678,2
2679,2
2680,5
2681,5
2682,4
2683,2
2684,8
2685,4
2686,5
2687,4
2688,6
2689,1
2690,0
2691,1
2692,2
2693,6
2694,4
2695,0
2696,1
2697,3
2698,3
2699,6
2700,0
2701,5
2702,1
2703,1
2704,4
2705,5
2706,0
2707,1
2708,4
2709,1
2710,7
2711,8
2712,0
2713,3
2714,1
2715,2
2716,5
2717,4
2718,8
2719,6
2720,5
2721,0
2722,4
2723,3
2724,4
2725,2
2726,2
2727,6
2728,8
2729,1
2730,4
2731,0
2732,2
2733,1
2734,0
2735,1
2736,4
2737,3
2738,7
2739,3
2740,2
2741,8
2742,7
2743,7
2744,4
2745,4
2746,6
2747,2
2748,1
2749,3
2750,7
2751,2
2752,8
2753,1
2754,5
2755,7
2756,5
2757,8
2758,5
2759,4
2760,0
2761,3
2762,1
2763,8
2764,3
2765,3
2766,1
2767,3
2768,6
2769,0
2770,8
2771,3
2772,6
2773,0
2774,4
2775,0
2776,4
2777,8
2778,5
2779,5
2780,5
2781,5
2782,6
2783,4
2784,1
2785,0
2786,7
2787,2
2788,4
2789,3
2790,1
2791,2
2792,8
2793,2
2794,7
2795,0
2796,8
2797,5
2798,2
2799,0
2800,7
2801,7
2802,3
2803,3
2804,3
2805,1
2806,5
2807,7
2808,4
2809,4
2810,2
2811,4
2812,0
2813,5
2814,3
2815,8
2816,6
2817,8
2818,7
2819,7
2820,4
2821,8
2822,3
2823,4
2824,4
2825,4
2826,1
2827,6
2828,8
2829,7
2830,2
2831,0
2832,5
2833,7
2834,6
2835,2
2836,8
2837,8
2838,2
2839,7
2840,1
2841,4
2842,0
2843,6
2844,1
2845,2
2846,3
2847,3
2848,5
2849,5
2850,7
2851,2
2852,2
2853,4
2854,0
2855,3
2856,7
2857,2
2858,0
2859,0
2860,4
2861,0
2862,5
2863,8
2864,7
2865,4
2866,4
2867,6
2868,5
2869,6
2870,4
2871,0
2872,7
2873,2
2874,1
2875,5
2876,1
2877,4
2878,0
2879,3
2880,8
2881,6
2882,5
2883,0
2884,8
2885,7
2886,5
2887,2
2888,3
2889,3
2890,3
2891,2
2892,2
2893,3
2894,8
2895,1
2896,3
2897,8
2898,2
2899,7
2900,5
2901,7
2902,8
2903,1
2904,0
2905,6
2906,8
2907,8
2908,3
2909,6
2910,3
2911,1
2912,2
2913,0
2914,1
2915,8
2916,3
2917,8
2918,8
2919,8
2920,6
2921,1
2922,6
2923,5
2924,2
2925,8
2926,5
2927,0
2928,5
2929,4
2930,1
2931,3
2932,8
2933,7
2934,6
2935,8
2936,7
2937,0
2938,3
2939,1
2940,2
2941,6
2942,4
2943,7
2944,6
2945,8
2946,0
2947,0
2948,5
2949,4
2950,4
2951,2
2952,8
2953,2
2954,0
2955,7
2956,5
2957,6
2958,4
2959,1
2960,1
2961,8
2962,0
2963,4
2964,1
2965,3
2966,7
2967,6
2968,0
2969,5
2970,6
2971,1
2972,0
2973,1
2974,8
2975,6
2976,2
2977,4
2978,2
2979,7
2980,2
2981,8
2982,3
2983,0
2984,4
2985,2
2986,6
2987,0
2988,1
2989,4
2990,1
2991,3
2992,0
2993,3
2994,7
2995,4
2996,6
2997,5
